Kategorie;Name;Sprache;Beschreibung;Nutzen;;;Link;;;;;;;;;;;;;;
Fotooptische Holzvermessung;IABG - Forstwirtschaft;Deutsch;ForstMonitor liefert jährliche Informationen bis hin zu Ad-hoc Aussagen in hoher Qualität. Mit Satelliten- und Luftbilddaten wird eine Aktualisierung der Walddaten aus der Luft in kürzeren und flexibleren Abständen möglich. Digitale automatisierte Analyseverfahren liefern wichtige Informationen zur Früherkennung. Daraus lassen sich Maßnahmen zur Reduzierung von Waldschäden sowie ein nachhaltiger strategischer Waldumbauprozess ableiten.;(1)Krankheitsregulation, Holz(2)Primärproduktion, Wasserregulation;Krankheitsregualtion#da die digitale automatisierte Analyseverfahren wichtige Informationen zur Früherkennung liefern. Daraus lassen sich Maßnahmen zur Reduzierung von Waldschäden ableiten. so werden Analysen zu Schadereignissen wie Sturmwurf, Schneebruch, Trockenschäden und Schädlingsbefall im gewünschten Zeitfenster angeboten.Holz#da die Analyseverfahren einen nachhaltigen strategischen Waldumbauprozess unerstützen und somit die zukünftige Holzbereitstellung maßgeblich bedingen. Weiterhin werden Baumarten, Baumhöhen und Kroneschlussgrad ermittelt, wodurch Aussagen zu dem vorhandenen Holzvolumen erleichtert werden.Primärproduktion#weil die Analyse des Kronenschlussgrades Aussagen zur Bestandesvitalität erleichtert und somit auf die Primärproduktion.Wasserregulation#da die App Risikoanalysen z.B. potenzieller Hangrutschflächen, Hochwasser und Überschwemmungen ermöglicht.;;#NVHolzvermarktung;Holz von Hier;Deutsch;Holz regional vermarkten um lange Transportwege zu vermeiden. (Inkl. Umweltzertifikat);(1)Holz, Klimaregulation,(2)Ortsbewusstsein;"Holz#da die App die eine verantwortungsvolle und lokale Rohstoffgewinnung überprüft. Damit soll sichergestellt werden, dass die Produkte zu 100%, Holz aus nachhaltiger Waldwirtschaft und entwaldungsfreien Lieferketten enthalten. Damit bezieht sich die App auf die Bereitstellung der Ökosystemdienstleistung Holz und fördert den verantwortungsbewussten Umgang.Klimaregulation#im Englischen heißt der Dienst ""Low Carbon Timber"" und versucht über kurze Distanzen und Herkunftsnachweis die Emissionen möglichst gering zu halten und den klimaregulierenden Benefit der Ressource Holz für die weiteren Prozessschritte zu optimieren.Ortsbewusstsein#da der Dienst herkunftsbezogene Angaben liefert und den Ursprung der Ressource transparenter gestaltet. Dabei wird lokales Agieren in den Vordergrund gestellt und das Ortsbewusstsein gefördert.";;https://www.holz-von-hier.eu/;;;;;;;
Holzvermarktung;Forstify;Deutsch;Holzlisten erstellen, Rohholz anbieten, Volumen berechnen, Standorte markieren;(1)Holz;Holz#da die App Holzvermessung, Holzdatenverwaltung und Holzvermarktung durch Photovermessung und Datenspeicherung erleichtert;;https://forstify.de/;;;;;;;;;;;;;;
Holzvermarktung;Holzmarktplatz;Deutsch;Ein Marktplatz um Holz zu kaufen und Verkaufen inkl. Hilfmaterialien und FAQ. Kostenlos/Spendenfinanziert;(1)Holz;Holz#da der Verkauf von Holz erleichert wird und auf einer gemeinsamen Plattform Verkäufer und Käufer zusammen gebracht werden. Dadurch kann Holz auf dem digitalen Holzmarktplatz ohne weitere Kosten – im Stockverkauf, als Einzelbaum oder liegend ab Polter angeboten werden ;;https://www.holz-kauf.de/;;;;;;;;;;;;;;
Holzvermarktung;Rundholzportal;Deutsch;Das Rundholzportal verbessert die Kommunikation zwischen Waldbesitzern, Spediteuren und Holzverarbeitern;(1)Holz;Holz#da der Dienst dabei hilft die Kommunikation entlang der Wertschöpfungskette Holz durch eine gemeinsame Plattform für Waldbesitzer, Spediteure und Holzverarbeiter zu erleichtern. Dadurch können insbesondere Rundholzkapazitäten besser eingeplant werden.;;https://start.rundholzportal.de/;;;;;;;;;;;;;;
Holzvermarktung;Timber Base;Deutsch;Eine Plattform zum Kaufen, Verkaufen und Verwalten von Holzprodukten - einfacher und schneller;(1)Holz;Holz#da TimberBase™ ein Online-Marktplatz ist, der eine breite Palette von Bauholz und Baumaterialien anbietet und gleichzeitig die Transaktionen vereinfacht. Es wird ein großes Volumen an Produkten in verschiedenen Güteklassen, Holzarten und Abmessungen angeboten.;;https://timberbase.com/de/;;;;;;;;;;;;;;
Holzvermarktung;TimberTom (Wenige User);Deutsch;"Brennholz online kaufen/verkaufen; Anscheinend keine User im Bereich Siegen";(1)Holz;Holz#da TimberTom Forstbetriebe und Brennholzkäufer über eine gemeinsame, digitale Plattform (Marktplatz für Brennholz) zusammenführt. ;;https://timbertom.de/;;;;;;;;;;;;;;
Marktplätze;Waldbörse;Deutsch;Webseite zum Kaufen und Verkaufen von Wald inklusive FAQ und weiterführenden Links;-;Das Ändern des Besitzers trägt nicht direkt zu Ökosystemleistungen bei;;https://www.wald-boerse.de/;;;;;;;;;;;;;;
Mobile Holzdatenerfassung;ForstAS Docx;Deutsch;Forst App zur mobilen Datenerfassung;(1)Holz;Holz#da mittels der App z.B. Polter (Holzlisten) erfasst werden können und deren Position nachvollziehbar angegeben werden können (Lagerort GPS).;;https://play.google.com/store/apps/details?id=de.trautware.forstasdocx.app&gl=US;;;;;;;;;;;;;;
Mobile Holzdatenerfassung;Holzliste;Deutsch;Die App zur Erfassung von Stammholz;(1)Holz;Holz#da mit der App Stämme direkt auf dem Android-Smartphone oder Tablet erfasst werden können. Folglich ist man  ständig über die Anzahl Festmeter informiert. Erstellen und versenden von Holzlisten und exportieren der Stämme in die Software FOREST 3.0 ist nachfolgend möglich. Alle üblichen Baumarten und Rindenabzüge sind in der App bereits vorhanden. Übersichtliche Holzliste, einfach zu bedienen.;;https://www.holdi.de/app-holzliste/;;;;;;;;;;;;;;
Mobile Holzdatenerfassung;Holzmichel-App;Deutsch;Unterstützt den Waldarbeiter bei der Erfassung des geernteten Holzes;(1)Holz;Die Android-Anwendung Holzmichel-App unterstützt den Waldarbeiter bei der Erfassung des geernteten Holzes. Dabei enthalten die vom Holzmichel-Manager gesendeten Auftragspositionen alle benötigten Informationen. Fehleingaben werden abgefangen. Der Waldarbeiter behält dabei stets den Überblick. Die erfassten Daten lassen sich später wieder auslesen und weiter verarbeiten. ;;http://www.eforst.de/produkte/holzmichel-app/;;;;;;;;;;;;;;
Mobile Holzdatenerfassung;LogIt;Deutsch;Einfache und mobile Holzerfassung durch die Voreinstellung aller gängigen Holzkennzahlen;(1)Holz;Holz#da es sich um eine App zur Erfassung von geschätzten Rundholzmengen handelt. Bereitstellung von Funktionen zur Verortung mittels Karte.;;https://www.giftthaler-geoinformation.de/service/unsere-apps/;;;;;;;;;;;;;;
Mobile Holzdatenerfassung;mScale™;Deutsch;Manuelle Holzvermessung – digital erfassen und automatisieren;(1)Holz;Holz#weil mScale unterstützt die Holzvermessung im Wald, da alle manuell erfassten Messdaten im Sektionsmessverfahren oder bei der Einzelstammvermessung sofort digital erfasst werden. GPS-Positionierung und eine fotooptische automatisierte Zählfunktion an einem Panoramabild ergänzen das Holzaufmaß im Wald.;;https://de.dralle.dk/mscale;;;;;;;;;;;;;;
Mobile Holzdatenerfassung;PolterApp;Deutsch;Ein innovatives Werkzeug, welches altmodische “Stift und Papier”-Methode bei der Holzaufnahme im Wald völlig in Schatten stellt;(1)Holz;Holz# da die App Angabe der Polter-Basisdaten wie etwa Lagerort, Revier, Waldbesitzende, Förster & Försterinnen, Zufällende, Rückende etc. bereitstellt und Angaben der Sorte, Baumart und Güte liefert. Zudem wird ein digitlaes Holzaufnahmeverfahren gewährleistet.;;http://igomobile.de/polterapp/;;;;;;;;;;;;;;
Mobile Holzdatenerfassung;proBaum;Deutsch;Planung und Durchführung von Baumkontrollen im Außeneinsatz;(1)Krankheitsregulation;Krankheitsregulation# da die Sotware proBaum Verantwortliche in der Koordination von Baumkontrolle und Baumpflegeaufträgen unterstützt. Da sich sowohl Flächen als auch Einzelbäume erfassen und kontrollieren lassen, ist proBaum auch zur Kontrolle von Waldrändern, zur Waldwegekontrolle oder zur Überwachung anderer der Verkehrssicherung unterliegender Flächenobjekte geeignet.;;http://www.giscon.de/index.php/de/produkte/branchen/forst-und-landwirtschaft/probaum;;;;;;;;;;;;;;
Mobile Holzdatenerfassung;proMDE;Deutsch;Die neue Mobilität für die Holzdatenaufnahme;(1)Holz;Holz#weil die Software die digitalisierte, organisierte Aufnahme von Holzmessdaten inkl. Plausibilitätsprüfungen und Schnellerfassungsmodi ermöglicht. Darüber hinaus unterstützt die Software bei der Verorterung der Polter, ist geeignet für alle praxisrelevanten Vermessungsverfahren und erleichtert die Übernahme der Daten in alle gängigen Forstinformationssysteme. ;;http://www.giscon.de/index.php/de/produkte/branchen/forst-und-landwirtschaft/promde;;;;;;;;;;;;;;
Mobile Holzdatenerfassung;STIHL Holzliste;Deutsch;Erfassen Sie mit der STIHL Holzliste App alle verkaufsrelevanten Daten von liegendem Holz;(1)Holz;Holz#da die App eine digitale Erfassung wichtiger Informationen des Stammes über Spracheingabe ermöglicht. Dadurch werden forstwirtschaftliche Arbeitsprozesse mit der digitalen Informationsbereistellung harmosiert und der Work Flow erleichtert. ;;https://www.stihl.de/de/technologie/smart-products-technologien/smarter-forst#holzliste;;;;;;;;;;;;;;
Mobile Holzdatenerfassung;TimberData;Deutsch;Die TimberData App ist die ideale Holzaufnahme-App für jeden Forstbetrieb, Forstbetriebsgemeinschaft oder WBV;(1)Holz,(2)Krankheitsregulation;Holz#weil die App bei der Rundholzaufnahme - Erfassen von Poltern und Lose unterstützt. Dabei entstehen zusammengefasste Holzlisten, die zusätzlich über Fotodokumentation, also dem Hinzufügen von Polterbildern ergänzt werden können.Krankheitsregulation#weil die App eine prozentuale Kalamitätserfassung ermöglicht und somit das quantitative Ausmaß von Käfer-, Trockenheits- und Windwurfschäden transparenter wird;;https://www.dekadata.de/holzaufnahme-app-mobil/;;;;;;;;;;;;;;
Mobile Holzdatenerfassung;WaldFliege;Deutsch;WaldFliege ist die bequeme Art, Holzdaten mit dem Smartphone oder Tablet aufzunehmen;(1)Holz;Holz#da die App Holzdaten über Tablet oder Smartphone aufnimmt und das Holzvolumen errechnet.;;http://www.inforst.de/de/apps/waldfliege/waldfliege-information.html;;;;;;;;;;;;;;
Mobile Holzdatenerfassung;Waldinfoplan Holzaufnahme;Deutsch;Aufnahme der gängigen Kubaturverfahren, Verortung der Polter;(1)Holz;Holz#da die App Polterkoordinaten mit GPS erfasst, Polterpositionen auf der Karte gesetzt/korrigiert werden können, Holzmengen mit den gängigen Kubaturverfahren erfasst werden und Polter nach verschiedenen Kriterien selektiert werden können. Darüber hinaus ermöglicht die App Übersichts- und Detailkarten für die Abfuhr des Holzes/der Polter.;;https://intend.de/produkte/;;;;;;;;;;;;;;
Mobile Holzdatenerfassung;WinforstPro™ Mobile Rundholz – NG;Deutsch;Von der Bereitstellungsmeldung, über die datenseitige Polter-Erfassung via GPS, bis hin zur strukturierten Lagerverwaltung von Rundhölzern;(1)Holz;Holz#weil die Software von der Bereitstellungsmeldung, über die datenseitige Polter-Erfassung via GPS, bis hin zur strukturierten Lagerverwaltung von Rundhölzern die Holzaufnahme digitalisiert und erleichtert.;;https://www.latschbacher.com/holzlogistik-software/winforstpro-mobile-2/;;;;;;;;;;;;;;
Mobile Holzdatenerfassung;Woodscout;Deutsch;Mobile Erfassung der Holzdaten mit Smartphone oder Tablet;(1)Holz;Holz#da mit der App im Wald die Holzdaten aufgenommen und zusammen mit Fotos und GPS-Koordinaten in einer Datenbank gespeichert werden können. Die Polterdaten können anschließend per Webservice direkt in die Datenbank oder per E-Mail auf den Rechner übertragen werden.;;http://www.wasp-logistik.de/apps.html;;;;;;;;;;;;;;
Navigation und Geographische Informationssysteme (GIS);3D ForstGIS;Deutsch;die QGIS Forst Cloud für die digitale Inventur, Planung und Kontrolle Ihres Forstbetriebes;(1)Holz;Holz# da es sich um ein Server gestütztes geographisches Informationssystem handelt, welches bei der Digitalsierung des Forstbetriebes hilft. Dies umfasst die Planung von Stichproben oder die digitale Vermessung von Einzelbäumen, so wie die statistische Auswertung der Bestandesdaten bis hin zur abschließenden Gestaltung der Forstbetriebskarte. Eine Besonderheit sind dabei die aus Laser-, Satelliten- und Luftbilddaten (Flugzeug oder Drohnen) erzeugten 3D Einzelbaum- und Bestandeshöhenmodelle, die zur Berechnung der Waldstruktur und der Vorräte genutzt werden können. ;;http://3dgis.landconsult.de/;;;;;;;;;;;;;;
Navigation und Geographische Informationssysteme (GIS);Avenza Maps®;Englisch;"Use Avenza Maps® on your mobile devices to locate yourself without the Internet or network connections; Speichern von Standorten incl. Beschreibungen";(1)Erholung und Ökotourismus,(2)Krankheitsregulation;Erholung und Ökotourismus#weil die App bzw. das built-in GPS in Kombination mit dem mobilen Endgerät das Lokaliseren auf einer beliebigen Karte auch offline ohne Netzverbindung zulässt. Dabei können Ortsmarken an dem jeweiligen Standort abgelegt werden, sowie Notizen und Fotos mit Geotags hinzufügt werden. Außerdem können Aktivitäten aufgezeichnet werden, sodass genau nachvollzogen werden kann, wie weit gelaufen, gewandert, gefahren oder geradelt wurde. Es entstehen somit zusätzliche Anreize für das Wahrnehmen sportlicher Aktivitäten rund um Wald und Natur.Krankheitsregulation# da die Charakteristika der App auch für die Ortung und Dokumentation von bspw. schädlingsbefallenen Bäumen genutzt werden können. Wird dies mit der Anwendung zur Freizeitgestaltung kombiniert, kann die App als eine Schnittstelle zwischen Erholungstourismus und Schädlingsmonitoring hervortreten.;;https://www.avenza.com/avenza-maps/;;;;;;;;;;;;;;
Navigation und Geographische Informationssysteme (GIS);Business Navigator;Deutsch;Navigation bis zum Holzpolter auf klassifizierten Forstwirtschaftswegen.;(1)Holz,(2)Krankheitsregulation ;"Holz#da das System Holzfuhrunternehmern bei der Umsetzung einer effizienteren Fahrzeitgestaltung und erleichterten Tourenplanung hilft; Landesforsten und Holzeinkäufer zu einer maximierten Personal-Produktivität und effizienten Arbeitsorganisation verhilft.Krankheitsregulation# weil eine effizientere Holzabfuhr eingeleitet wird.";;https://www.logiball.de/business-navigator-2/;;;;;;;;;;;;;;
Navigation und Geographische Informationssysteme (GIS);FelixTools;Deutsch;FelixTOOLS entwickelt Softwarelösungen für die Wertschöpfungskette Holz. Flexible IT-Tools vereinfachen die Verwaltung von der Holzernte bis zur Übernahme im Werk.;(1)Holz;Holz# da der strukturierte Datenaustausch die Prozesskette für Forstwirtschaft, Sägewerk/-Industrie und Logistik optimiert. FELIXTOOLS bündelt alle Daten und Dokumente zentral in einer Datenbank und fördert eine gemeinsame Datenkommunikation.;;https://felixtools.at/;;;;;;;;;;;;;;
Navigation und Geographische Informationssysteme (GIS);FoBIS;Deutsch;FoBIS, das Forstliche Basisinformationssystem der ForstGIS-Länderkooperation ist ein Geodatenmodell einschließlich der notwendigen Basispflegetools. Es bildet die forstliche Flächeneinteilung im Wald länderübergreifend ab und ermöglicht dem Nutzer die Datenpflege und -analyse mit Standardprodukten.;Alle;Ziel ist die Sicherstellung der nachhaltigen Nutzung des Waldes in all seinen Facetten., wobei ökologische, ökonomische und soziale Aspekte der Waldnutzung in Einklang gebracht werden sollen. dafür bedarf es es aktueller, belastbarer räumlicher Informationen, die an geeigneter Stelle in die forstlichen Planungsprozesse einfließen. Con terra unterstützet die Forst- und Holzwirtschaft sowie die weiteren Akteure bei der effektiven Gestaltung ihrer immer vielschichtiger werdenden Aufgaben im Waldmanagement durch eine umfassende Betreuung bei der Integration von GIS-Technologie in die jeweiligen forstlichen Prozesse. ;;https://www.conterra.de/maerkte/forst-und-holz;;;;;;;;;;;;;;
Navigation und Geographische Informationssysteme (GIS);HauRück-App;Deutsch;Unterstützt den Holzrücker beim Auffinden gefällter Baumstämme;(1)Holz,(2)Bodenbildung;Holz#da die kostenfreie Android-Anwendung HauRück-App den Holzrücker beim Auffinden gefällter Baumstämme unterstützt. Der Empfang der mit Holzmichel-App erfassten und Holzmichel-Manager verarbeiteten Daten erfolgt über die integrierte E-Mail-Funktion. Zu rückende Stämme, die in sog. Schnittstücken zusammengefasst werden, lassen sich über eine Liste oder - bei vorhandenen Standort-Koordinaten -- eine Karte durch einfaches Antippen entsprechend markieren. Auftragspositionen lassen sich jederzeit löschen. Alle in den Auftragspositionen für Holzfäller gesetzten Rettungspunkte und (Notfall)Kontakte stehen ebenfalls zur Verfügung.Bodenbildung#da der Boden durch eine effizientere Holzabfuhr weniger Störungen und Verdichtungen erfährt.;;http://www.eforst.de/produkte/haurueck-app/;;;;;;;;;;;;;;
Navigation und Geographische Informationssysteme (GIS);INTEND - Hilfe im Wald;Deutsch;"Die Rettungs-App für Android und iOS. Im Unglücksfall wird über die App ""Hilfe im Wald"" schnell der nächstgelegene Rettungstreffpunkt identifiziert und Feuerwehr, Polizei und Rettungsdienst an die entsprechende Stelle angefordert.";(1)Erholung und Ökotourismus;Erholung und Ökotourismus# weil die Rettungs-App für Android und iOS im Unglücksfall schnell den nächstgelegenen Rettungstreffpunkt identifiziert und Feuerwehr, Polizei und Rettungsdienst an die entsprechende Stelle anfordert. Diese zusätzliche Sicherheit kann sich ermutigend auf Erholungsaktivitäten in Wäldern auswirken. ;;http://www.intend.de/produkte/hilfe-im-wald/;;;;;;;;;;;;;;
Navigation und Geographische Informationssysteme (GIS);INTEND - Waldinfoplan;Englisch;MobileMap™ gives you command of your forest inventory program from planning to data delivery. With GIS functionality, efficient data collection, data validation, streamlined workflows, and improved information management, you can now collect quality inventory data utilizing low cost consumer mobile devices.;(1)Holz,(2)Krankheitsregulation ;Holz#da die App Polterkoordinaten mit GPS erfasst, Polterpositionen auf der Karte gesetzt/korrigiert werden können, Holzmengen mit den gängigen Kubaturverfahren erfasst werden und Polter nach verschiedenen Kriterien selektiert werden können.Krankheitsregulation#da die Polter effezient vorbereitet, erfasst und disponiert werden. Die beschleunigt somit die Abfuhr. Ein Zusammenhang der insbesondere auf Kalamitäten und Schadholz eine wichtige Rolle einnimmt - präventiv als auch auch regulierend.;;https://mobilemap.mbgapplications.com/;;;;;;;;;;;;;;
Navigation und Geographische Informationssysteme (GIS);INTEND - WebLine;Deutsch;Das Geoinformationssystem für die Forstwirtschaft stellt betriebliche Informationen für die Planung, das operative Geschäft und die Logistik zusammen;(1)Holz;Holz#da die App die mobile Holzerfassung und Warenwirtschaft erleichtert und unterstützt. Dafür stehen verschiedene Kubaturvefahren zur Verfügung, kostenfreie Karten zur Navigation und Selektionsmöglickeiten für eine allgemeine Auftragsübersicht. ;;http://www.intend.de/produkte/webline0/webline/;;;;;;;;;;;;;;
Navigation und Geographische Informationssysteme (GIS);NavLog;Deutsch;Die NavLog bietet Ihnen ein Geoinformationssystem (GIS) und einen Web Map Service (WMS) an, mit denen Sie die Informationen über die Befahrbarkeit von Waldwegen visualisieren können. Mit dem NavLog WebGIS können Sie Abfuhrkarten und andere thematische Karten erstellen, einfache Routen im Wald planen und Karten drucken. Der NavLog WMS kann in bestehende GIS-Anwendungen eingebunden werden.;(1)Holz,(2)Krankheitsregulation ;Holz#da das System Rationalisierungpotenziale innerhalb der Logistikketten födert und eine sinnvolle Navigation der Holztransportfahrzeuge zwischen Holzindustrie und Wald sicherstellt.Krankheitsregulation#da eine effizientere Holzabfuhr gefördert wird. Dies kann insbesondere bei schädlingsbefallenen Flächen sehr wichtig sein. ;;http://navlog.info/;;;;;;;;;;;;;;
Navigation und Geographische Informationssysteme (GIS);Open GPX Tracker;Deutsch;Erstellt GPS Pfade mit Wegpunkten;(1)Ortsbewusstsein, Erholung und Ökotourismus(2)Krankheitsregulation;"Ortsbewusstsein#da die App GPS-Tracks Wegpunkte erstellt und Offline-Kartenbereitgestellt werden, wodurch Orientierungshilfen bereitgestellt werden und eine bewusstere Erkundung der Umgebung unterstützt wird.
Erholung und Ökotourismus#weil die App als Orientierungshilfe Hürden abbaut die umliegende region zu erkunden und damit den Tourismus (Wandern, Fahrradfahren, ...)Krankheitsregulation#da die App über GPS-tracks die Positionen geschädigter und befallener Bäume transparenter werden lassen kann.";;https://apps.apple.com/de/app/open-gpx-tracker/id984503772;;;;;;;;;;;;;;
Navigation und Geographische Informationssysteme (GIS);QField;Englisch;QField - your mobile QGIS solution;(1)Holz(2)Krankheitsregulation;Holz#weil die App Forstunternehmen bei der Planung, Verwaltung und Überwachung ihrer Waldressourcen durch Integration von GIS-Daten durch mobile Datenerfassung und Analysefunktionen unterstützt. Krankheitsanalyse#weil die App als mobile QGIS Variante die Informationsübermittlung von Krankheiten und Kalamitäten beschleunigt.;;https://qfield.org/;;;;;;;;;;;;;;
Navigation und Geographische Informationssysteme (GIS);Terrain Navigator Pro;Englisch;A robust mapping platform combining built-in topographic maps and aerial photos with easy-to-use mapping tools;(1)Holz(2)Krankheitsregulation;Holz#da Terrain Navigator Pro eine robuste Kartierungsplattform darstellt, die integrierte topografische Karten und Luftbilder mit einfach zu bedienenden Kartierungswerkzeugen kombiniert. Das System erlaubt das Erstellen von Kartenprojekten, sowie kommentieren, bearbeiten, sammeln, importieren und exportieren von GIS-Daten.Krankheitsregulation#weil die die Informationsübermittlung von Krankheiten und Kalamitäten beschleunigt.;;https://www.terrainnavigator.com/;;;;;;;;;;;;;;
Navigation und Geographische Informationssysteme (GIS);TimberNav;Deutsch;TimberNav ist ein Navigations- und Logistiksystem für die Forstwirtschaft. Es ist im Führerhaus des LKW verbaut und bekommt Fuhraufträge aus der Zentrale per LogiPlan;(1) Holz;Holz#da viele Abläufe im Forstbetrieb unterstützt werden, wie z.B.:     Empfang von Fuhraufträgen via GPRS    Unterstützung für durch den Einkauf explizit vorgegebene An- und Abfahrtswege    Navigation auf Waldkarten zu einem Polter oder zu einer postalischen Adresse    Erfassung Lademenge    Erfassung Entladung    Elektronische Übermittlung des erfassenten Transportscheines an die Zentrale;;http://www.smartsoft.de/de/ProdukteTimberNav.html;;;;;;;;;;;;;;
Navigation und Geographische Informationssysteme (GIS);WaldKarte;Deutsch;WaldKarte verwendet Offline-Karten von OpenStreetMap und basiert auf dem Open Source Programm Mapsforge. WaldKarte ermöglicht Ihnen, Polter manuell zu setzen oder zu verschieben. In Kombination mit Waldfliege erhalten Sie umfassendes Werkzeug für die Holzaufnahme im Wald.;(1) Holz;Holz# da es bei der Verwaltung von Polter hilft;;https://www.inforst.de/de/apps/waldkarte/waldkarte-information.html;;;;;;;;;;;;;;
Navigation und Geographische Informationssysteme (GIS);WASP-Holzlogistik;Deutsch;Die Software von WASP Logistik bietet umfassende Lösungen für das Management und die Optimierung von Holzlogistikprozessen. Sie ermöglicht die Planung und Überwachung von Transporten sowie die Verwaltung von Lagerbeständen und die Abwicklung von Aufträgen in Echtzeit. Die Integration von Telematikdaten und die automatisierte Kommunikation mit Partnern verbessern die Effizienz und Transparenz entlang der gesamten Lieferkette.;(1) Holz;Holz# da bei dem Management und geholfen wird und Logistikprozesse optimiert werden können.;;https://www.wasp-logistik.com/holzlogistikPlanung und Verwaltung;ATES - WMS STK ;Deutsch;Automatische Erstellung von Standorttypen-Beschreibungen im Kontext der Standortkartierung Niedersachsen und Schleswig-Holstein;(1)Nährstoffkreislauf, Bodenbildung, Primärproduktion, Wasserregulation;Nährstoffkreislauf#da der Web-Dienst WMS STK einen Web-Map-Service für die Forstliche Standortskartierung bereitstellt. Die Bereitstellung der Layer erfolgt vorkonfiguriert in Gruppen, maßstabsabhängig und mit Symboli. Zentrale Gruppierungen für den Nährstoffkreislauf sind die Substrat- und Nährstoffgruppen.Wasserregulation#weil das System ebenso über Wasserhaushaltsgruppen verfügt.Bodenbildung#weil das System ebenso über Standortstypen, Substrate und Wuchsgebiete verfügt.Primärproduktion#weil die Software über die Standorteigenschaften auch Aussagen zu den Wuchsbedingungen bzw. der Primäproduktion zulässt.;;https://www.giscon.de/de/produkte/branchen/forst-und-landwirtschaft/ates/wms;;;;;;;
Planung und Verwaltung;Bell FBG;Deutsch;Verwaltungslösung für Forstbetriebsgemeinschaften;(1) Holz;Holz# Die Software von Wald-Software unterstützt die Holzproduktion durch eine effiziente Planung und Verwaltung von Forstbetrieben sowie die Optimierung von Prozessen wie Holzernte und Bestandsmanagement.;;https://wald-software.de/pc-loesungen/bell-fbg/;;;;;;;;;;;;;;
Planung und Verwaltung;Bell Wald;Deutsch;Bell Wald wurde konkret für die Anforderungen von Waldgenossenschaften entwickelt. Alle Verwaltungsaufgaben wie die Mitgliederverwaltung, die Führung des Lagerbuches oder des Flurstückverzeichnisses, die Einnahme-Überschussrechnung, automatisierte Ausschüttungen und einiges mehr können einfach und schnell erledigt werden.;(1) Holz;Holz# Die Software von Wald-Software erleichtert die Organisation und Verwaltung von Waldflächen durch Funktionen wie Bestandsdatenerfassung, Planung von Forstarbeiten und Analyse von Waldökosystemen.;;https://wald-software.de/pc-loesungen/bell-wald/;;;;;;;;;;;;;;
Planung und Verwaltung;com.LIVIS;Deutsch;Flurstücks- und Liegenschaftsverwaltung;(1)Holz;Holz#weil die Software die Informations- und Managementsoftware für die Bewirtschaftung und Entwicklung großer Flurstücksbestände in Land- und Forstwirtschaft  unterstützt. Es werden u.a. flurstücksbezogene Kosten-/Erlösumlagen durchgeführt, wobei insbesondere die Bereitstellung von Holzressourcen für forstwirtschaftliche Flurstücke von Bedeutung ist.;;https://www.comin.de/de/leistungen/comlivis;;;;;;;;;;;;;;
Planung und Verwaltung;CONNECTED FOREST™;Deutsch;Unsere CONNECTED FOREST™ Lösungen sind dazu da, die Produktivität zu verbessern und diverse forstwirtschaftliche Abläufe zu optimieren. Unser Portfolio umfasst Lösungen für den gesamten Rohstoffkreislauf: Planung, Verjüngung, Durchforstung, Ernte, Transport und Verarbeitung.;(1) Holz;Holz#Die Software unterstützt Forstunternehmen bei der Planung, Verwaltung und Überwachung ihrer Waldressourcen durch Integration von GIS-Daten, mobile Datenerfassung und Analysefunktionen.;;https://forestry.trimble.com/de/;;;;;;;;;;;;;;
Planung und Verwaltung;DSW2;Deutsch;DSW2 von ComIn ist eine Software für das Dokumentenmanagement und die digitale Archivierung. Mit DSW2 können Forstunternehmen ihre Dokumente digital erfassen, verwalten, bearbeiten und sicher archivieren. Die Software bietet Funktionen wie automatische Dokumentenerfassung, Texterkennung, Kategorisierung, Verschlagwortung, effiziente Suche und Integration in bestehende Systeme, um die Dokumentenprozesse zu optimieren und die Produktivität im Forstbereich zu steigern.;(1) Holz;Holz#Diese Software bietet umfassende Lösungen für die Forstwirtschaft, einschließlich Bestandsverwaltung, Planung von Forstarbeiten und Erfassung von Waldressourcen mittels fortschrittlicher Technologien wie GIS und IoT.;;http://www.dsw2.de/index.html;;;;;;;;;;;;;;
Planung und Verwaltung;Dynamic Forest;Deutsch;Mit der Dynamic Forest App haben Sie die aktuellsten Daten des Forstmanagements immer in der Hosentasche dabei. Über das einfache Filtern der Karten können GIS-Daten und Informationen über Arbeitsmaßnahmen einfach und übersichtlich dargestellt werden. Neue Kartenobjekte und Arbeitsaufträge sind mit wenigen Klicks im Wald angelegt und direkt mit allen berechtigten Mitgliedern des Betriebs geteilt.;(1) Holz;Holz#Die Software optimiert Forstbetriebe durch Funktionen wie Holzernteplanung, Auftragsverwaltung und digitale Bestandsaufnahme.;;https://www.ocell.io/dynamic-forest;;;;;;;;;;;;;;
Planung und Verwaltung;EuroForst;Deutsch;Dient der umfassenden Abwicklung aller Geschäftsvorfälle, die im Zusammenhang mit Rundholz anfallen;(1) Holz;Holz#Diese Software unterstützt die nachhaltige Bewirtschaftung von Wäldern durch Echtzeitüberwachung, Prognosemodellierung und Entscheidungsunterstützung für Forstbetriebe.;;http://www.dekadata.de/index.php?option=com_content&view=article&id=13&Itemid=104;;;;;;;;;;;;;;
